'16:32:36','REG0 Alerta HIGH!'
'16:32:37','REG0 normalizado.'
'16:32:37','REG0 Alerta HIGH!'
'16:32:38','REG0 normalizado.'
'16:32:39','REG2 Alerta HIGH!'
'16:32:39','REG2 normalizado.'
'16:32:40','REG0 Alerta HIGH!'
'16:32:40','REG0 normalizado.'
'16:32:43','REG1 Alerta HIGH!'
'16:32:44','REG1 normalizado.'
'16:32:44','REG1 Alerta HIGH!'
'16:32:45','REG1 normalizado.'
'16:32:46','REG1 Alerta HIGH!'
'16:32:46','REG2 Alerta HIGH!'
'16:32:47','REG1 normalizado.'
'16:32:47','REG2 normalizado.'
'16:32:49','REG0 Alerta HIGH!'
'16:32:50','REG0 normalizado.'
'16:32:50','REG2 Alerta HIGH!'
'16:32:50','REG2 normalizado.'
'16:32:52','REG1 Alerta HIGH!'
'16:32:52','REG1 normalizado.'
'16:32:52','REG2 Alerta HIGH!'
'16:32:53','REG2 normalizado.'
'16:32:54','REG1 Alerta HIGH!'
'16:32:54','REG1 normalizado.'
'16:32:57','REG0 Alerta HIGH!'
'16:32:57','REG0 normalizado.'
'16:32:58','REG1 Alerta HIGH!'
'16:32:59','REG1 normalizado.'
'16:32:59','REG1 Alerta HIGH!'
'16:33:00','REG0 Alerta HIGH!'
'16:33:00','REG0 normalizado.'
'16:33:00','REG1 normalizado.'
'16:33:01','REG1 Alerta HIGH!'
'16:33:01','REG1 normalizado.'
'16:33:03','REG2 Alerta HIGH!'
'16:33:04','REG2 normalizado.'
'16:33:05','REG2 Alerta HIGH!'
'16:33:05','REG2 normalizado.'
'16:33:06','REG2 Alerta HIGH!'
'16:33:07','REG2 normalizado.'
'16:33:08','REG0 Alerta HIGH!'
'16:33:08','REG0 normalizado.'
'16:33:10','REG1 Alerta HIGH!'
'16:33:10','REG1 normalizado.'
'16:33:11','REG0 Alerta HIGH!'
'16:33:11','REG1 Alerta HIGH!'
'16:33:12','REG0 normalizado.'
'16:33:12','REG1 normalizado.'
'16:33:13','REG2 Alerta HIGH!'
'16:33:13','REG2 normalizado.'
'16:33:18','REG0 Alerta HIGH!'
'16:33:19','REG0 normalizado.'
'16:33:21','REG0 Alerta HIGH!'
'16:33:22','REG0 normalizado.'
'16:33:24','REG0 Alerta HIGH!'
'16:33:24','REG0 normalizado.'
'16:33:25','REG2 Alerta HIGH!'
'16:33:25','REG2 normalizado.'
'16:33:26','REG2 Alerta HIGH!'
'16:33:26','REG2 normalizado.'
'16:33:29','REG1 Alerta HIGH!'
'16:33:29','REG1 normalizado.'
'16:33:30','REG2 Alerta HIGH!'
'16:33:31','REG1 Alerta HIGH!'
'16:33:31','REG2 normalizado.'
'16:33:32','REG1 normalizado.'
'16:33:36','REG1 Alerta HIGH!'
'16:33:37','REG1 normalizado.'
'16:33:44','REG2 Alerta HIGH!'
'16:33:45','REG2 normalizado.'
'16:33:46','REG2 Alerta HIGH!'
'16:33:46','REG2 normalizado.'
'16:33:48','REG1 Alerta HIGH!'
'16:33:49','REG1 normalizado.'
'16:33:51','REG0 Alerta HIGH!'
'16:33:51','REG2 Alerta HIGH!'
'16:33:52','REG0 normalizado.'
'16:33:52','REG2 normalizado.'
'16:33:53','REG2 Alerta HIGH!'
'16:33:53','REG2 normalizado.'
'16:33:55','REG0 Alerta HIGH!'
'16:33:55','REG0 normalizado.'
'16:33:55','REG1 Alerta HIGH!'
'16:33:56','REG1 normalizado.'
'16:33:57','REG0 Alerta HIGH!'
'16:33:57','REG0 normalizado.'
'16:33:57','REG2 Alerta HIGH!'
'16:33:58','REG2 normalizado.'
'16:34:00','REG0 Alerta HIGH!'
'16:34:00','REG0 normalizado.'
'16:34:03','REG1 Alerta HIGH!'
'16:34:04','REG1 normalizado.'
'16:34:04','REG2 Alerta HIGH!'
'16:34:05','REG0 Alerta HIGH!'
'16:34:05','REG1 Alerta HIGH!'
'16:34:05','REG2 normalizado.'
'16:34:05','REG0 normalizado.'
'16:34:05','REG1 normalizado.'
'16:34:06','REG0 Alerta HIGH!'
'16:34:06','REG0 normalizado.'
'16:34:08','REG1 Alerta HIGH!'
'16:34:09','REG1 normalizado.'
'16:34:10','REG0 Alerta HIGH!'
'16:34:10','REG0 normalizado.'
'16:34:12','REG1 Alerta HIGH!'
'16:34:12','REG1 normalizado.'
'16:34:16','REG0 Alerta HIGH!'
'16:34:17','REG0 normalizado.'
'16:34:17','REG2 Alerta HIGH!'
'16:34:18','REG2 normalizado.'
'16:34:19','REG0 Alerta HIGH!'
'16:34:20','REG0 normalizado.'
'16:34:20','REG1 Alerta HIGH!'
'16:34:21','REG1 normalizado.'
'16:34:23','REG0 Alerta HIGH!'
'16:34:23','REG2 Alerta HIGH!'
'16:34:24','REG0 normalizado.'
'16:34:24','REG1 Alerta HIGH!'
'16:34:24','REG2 normalizado.'
'16:34:24','REG1 normalizado.'
'16:34:26','REG0 Alerta HIGH!'
'16:34:26','REG0 normalizado.'
'16:34:27','REG0 Alerta HIGH!'
'16:34:28','REG0 normalizado.'
'16:34:32','REG2 Alerta HIGH!'
'16:34:32','REG2 normalizado.'
'16:34:33','REG0 Alerta HIGH!'
'16:34:34','REG0 normalizado.'
'16:34:38','REG0 Alerta HIGH!'
'16:34:38','REG1 Alerta HIGH!'
'16:34:38','REG0 normalizado.'
'16:34:38','REG1 normalizado.'
'16:34:40','REG0 Alerta HIGH!'
'16:34:41','REG0 normalizado.'
'16:34:43','REG0 Alerta HIGH!'
'16:34:44','REG0 normalizado.'
'16:34:45','REG0 Alerta HIGH!'
'16:34:45','REG1 Alerta HIGH!'
'16:34:46','REG0 normalizado.'
'16:34:46','REG1 normalizado.'
'16:34:47','REG0 Alerta HIGH!'
'16:34:48','REG0 normalizado.'
'16:34:49','REG2 Alerta HIGH!'
'16:34:49','REG2 normalizado.'
'16:34:51','REG1 Alerta HIGH!'
'16:34:51','REG1 normalizado.'
'10:55:50','Iniciando'
'10:55:50','Flags: [1000001] (1)'
'10:56:11','Iniciando'
'10:56:12','Flags: [1000001] (2048)'
'10:56:12','Flags: [1000001] (2048)'
'10:56:12','Flags: [1000001] (1024)'
'10:56:12','Flags: [1000001] (1024)'
'10:56:12','Flags: [1000001] (1024)'
'10:56:13','Flags: [1000001] (2048)'
'10:56:13','Flags: [1000001] (2048)'
'10:56:13','Flags: [1000001] (2048)'
'10:56:13','Flags: [1000001] (2048)'
'10:56:13','Flags: [1000001] (2048)'
'10:56:14','Flags: [1000001] (256)'
'10:56:14','Flags: [1000001] (256)'
'10:56:14','Flags: [1000001] (4096)'
'10:56:14','Flags: [1000001] (4096)'
'10:56:14','Flags: [1000001] (4096)'
'10:56:15','Flags: [1000001] (32768)'
'10:56:15','Flags: [1000001] (32768)'
'10:56:15','Flags: [1000001] (32)'
'10:56:15','Flags: [1000001] (32)'
'10:56:15','Flags: [1000001] (32)'
'10:56:16','Flags: [1000001] (4)'
'10:56:16','Flags: [1000001] (4)'
'10:56:16','Flags: [1000001] (4)'
'10:56:16','Flags: [1000001] (16)'
'10:56:16','Flags: [1000001] (16)'
'10:56:45','Iniciando'
'10:56:45','Flags: [1000001] (16384)'
'10:56:45','Flags: [1000001] (2)'
'10:56:45','Flags: [1000001] (2)'
'10:56:45','Flags: [1000001] (2)'
'10:56:46','Flags: [1000001] (32768)'
'10:56:46','Flags: [1000001] (32768)'
'10:56:46','Flags: [1000001] (32768)'
'10:56:46','Flags: [1000001] (64)'
'10:56:46','Flags: [1000001] (64)'
'10:56:47','Flags: [1000001] (32)'
'10:56:47','Flags: [1000001] (32)'
'10:56:47','Flags: [1000001] (32)'
'10:56:47','Flags: [1000001] (16)'
'10:56:47','Flags: [1000001] (16)'
'10:56:47','REG1 mudou para HIGH (>900).'
'10:56:47','REG2 mudou para HIGH (>900).'
'10:56:48','Flags: [1000001] (8192)'
'10:56:48','Flags: [1000001] (8192)'
'10:56:48','Flags: [1000001] (8192)'
'10:56:48','REG1 normalizado.'
'10:56:48','REG2 normalizado.'
'10:56:48','Flags: [1000001] (256)'
'10:56:48','Flags: [1000001] (256)'
'10:56:48','Flags: [1000001] (256)'
'10:56:49','Flags: [1000001] (32768)'
'10:56:49','Flags: [1000001] (32768)'
'10:56:49','Flags: [1000001] (128)'
'10:56:49','Flags: [1000001] (128)'
'10:56:49','Flags: [1000001] (128)'
'10:56:50','Flags: [1000001] (16384)'
'10:56:50','Flags: [1000001] (16384)'
'10:56:50','Flags: [1000001] (16384)'
'10:56:50','Flags: [1000001] (4096)'
'10:56:50','Flags: [1000001] (4096)'
'10:56:51','Flags: [1000001] (2048)'
'10:56:51','Flags: [1000001] (2048)'
'10:56:51','Flags: [1000001] (2048)'
'10:56:51','REG1 mudou para HIGH (>900).'
'10:56:51','Flags: [1000001] (32)'
'10:56:51','Flags: [1000001] (32)'
'10:56:52','REG1 normalizado.'
'10:56:52','Flags: [1000001] (512)'
'10:56:52','Flags: [1000001] (512)'
'10:56:52','Flags: [1000001] (512)'
'10:56:52','REG0 mudou para HIGH (>900).'
'10:56:52','Flags: [1000001] (8192)'
'10:56:52','Flags: [1000001] (8192)'
'10:56:53','Flags: [1000001] (8192)'
'10:56:53','REG0 normalizado.'
'10:56:53','Flags: [1000001] (2048)'
'10:56:53','Flags: [1000001] (2048)'
'10:56:53','REG2 mudou para HIGH (>900).'
'10:56:53','Flags: [1000001] (16384)'
'10:56:53','Flags: [1000001] (16384)'
'10:56:54','Flags: [1000001] (16384)'
'10:56:54','REG1 mudou para HIGH (>900).'
'10:56:54','REG2 normalizado.'
'10:56:54','Flags: [1000001] (2)'
'10:56:54','Flags: [1000001] (2)'
'10:56:54','REG0 mudou para HIGH (>900).'
'10:56:54','Flags: [1000001] (16384)'
'10:56:59','Iniciando'
'10:57:00','Flags: [1000001] (256)'
'10:57:00','Flags: [1000001] (1)'
'10:57:00','Flags: [1000001] (1)'
'10:57:00','Flags: [1000001] (1)'
'10:57:00','Flags: [1000001] (256)'
'10:57:01','Flags: [1000001] (256)'
'10:57:01','Flags: [1000001] (256)'
'10:57:01','Flags: [1000001] (32768)'
'10:57:01','Flags: [1000001] (32768)'
'10:57:01','Flags: [1000001] (8192)'
'10:57:02','Flags: [1000001] (8192)'
'10:57:02','Flags: [1000001] (8192)'
'10:57:02','REG0 mudou para HIGH (>900).'
'10:57:02','Flags: [1000001] (64)'
'10:57:02','Flags: [1000001] (64)'
'10:57:02','REG0 normalizado.'
'10:57:02','Flags: [1000001] (1)'
'10:57:03','Flags: [1000001] (1)'
'10:57:03','Flags: [1000001] (1)'
'10:57:03','Flags: [1000001] (8)'
'10:57:03','Flags: [1000001] (8)'
'10:57:03','Flags: [1000001] (2048)'
'10:57:03','Flags: [1000001] (2048)'
'10:57:04','Flags: [1000001] (2048)'
'10:57:04','Flags: [1000001] (8192)'
'10:57:04','Flags: [1000001] (8192)'
'10:57:04','Flags: [1000001] (8192)'
'10:57:04','REG2 mudou para HIGH (>900).'
'10:57:05','Flags: [1000001] (64)'
'10:57:05','Flags: [1000001] (64)'
'11:00:02','Iniciando'
'11:00:02','REG0 mudou para HIGH (>900).'
'11:00:02','REG0 normalizado.'
'11:00:03','Alerta flag: [1000001] (1)'
'11:00:03','Alerta flag: [1000001] (1)'
'11:00:05','Alerta flag: [1000001] (1)'
'11:00:05','Alerta flag: [1000001] (1)'
'11:00:05','REG1 mudou para HIGH (>900).'
'11:00:06','REG0 mudou para HIGH (>900).'
'11:00:06','REG1 normalizado.'
'11:00:07','REG0 normalizado.'
'11:00:07','REG0 mudou para HIGH (>900).'
'11:00:08','Alerta flag: [1000001] (1)'
'11:00:08','Alerta flag: [1000001] (1)'
'11:00:08','REG0 normalizado.'
'11:00:09','REG2 mudou para HIGH (>900).'
'11:00:09','REG2 normalizado.'
'11:00:10','Alerta flag: [1000001] (1)'
'11:00:10','Alerta flag: [1000001] (1)'
'11:00:10','Alerta flag: [1000001] (1)'
'11:00:12','Alerta flag: [1000001] (2)'
'11:00:12','Alerta flag: [1000001] (2)'
'11:00:13','REG0 mudou para HIGH (>900).'
'11:00:13','REG1 mudou para HIGH (>900).'
'11:00:14','REG0 normalizado.'
'11:00:14','REG1 normalizado.'
'11:00:14','Alerta flag: [1000001] (1)'
'11:00:14','Alerta flag: [1000001] (1)'
'11:00:14','Alerta flag: [1000001] (1)'
'11:00:15','REG0 mudou para HIGH (>900).'
'11:00:15','REG1 mudou para HIGH (>900).'
'11:00:15','REG2 mudou para HIGH (>900).'
'11:00:15','REG0 normalizado.'
'11:00:15','REG1 normalizado.'
'11:00:15','REG2 normalizado.'
'11:00:15','Alerta flag: [1000001] (4)'
'11:00:15','Alerta flag: [1000001] (4)'
'11:00:16','REG1 mudou para HIGH (>900).'
'11:00:16','Alerta flag: [1000001] (1)'
'11:00:16','Alerta flag: [1000001] (1)'
'11:00:17','Alerta flag: [1000001] (1)'
'11:00:17','REG1 normalizado.'
'11:00:19','REG2 mudou para HIGH (>900).'
'11:00:19','Alerta flag: [1000001] (2)'
'11:06:33','Iniciando'
'11:06:33','Flag2 mudou para HIGH.'
'11:06:33','Flag2 mudou para HIGH.'
'11:06:33','Flag2 mudou para HIGH.'
'11:06:34','Flag2 mudou para HIGH.'
'11:06:34','Flag2 mudou para HIGH.'
'11:06:34','REG0 mudou para HIGH (>900).'
'11:06:34','REG0 normalizado.'
'11:06:34','REG1 mudou para HIGH (>900).'
'11:06:35','REG1 normalizado.'
'11:06:37','REG0 mudou para HIGH (>900).'
'11:06:37','REG2 mudou para HIGH (>900).'
'11:06:37','REG0 normalizado.'
'11:06:37','REG1 mudou para HIGH (>900).'
'11:06:37','REG2 normalizado.'
'11:06:38','REG1 normalizado.'
'11:07:03','Iniciando'
'11:07:03','REG2 mudou para HIGH (>900).'
'11:07:03','REG2 normalizado.'
'11:07:06','REG2 mudou para HIGH (>900).'
'11:07:06','REG2 normalizado.'
'11:07:09','REG1 mudou para HIGH (>900).'
'11:07:10','REG0 mudou para HIGH (>900).'
'11:07:10','REG1 normalizado.'
'11:07:10','REG0 normalizado.'
'11:07:10','Flag2 mudou para HIGH.'
'11:07:11','Flag2 mudou para LOW.'
'11:07:11','REG2 mudou para HIGH (>900).'
'11:07:12','REG2 normalizado.'
'11:07:13','REG0 mudou para HIGH (>900).'
'11:07:13','REG0 normalizado.'
'11:07:14','REG2 mudou para HIGH (>900).'
'11:07:15','REG2 normalizado.'
'11:07:16','REG1 mudou para HIGH (>900).'
'11:07:16','REG1 normalizado.'
'11:07:17','REG1 mudou para HIGH (>900).'
'11:07:18','REG0 mudou para HIGH (>900).'
'11:07:18','REG1 normalizado.'
'11:07:18','REG0 normalizado.'
'11:07:18','REG2 mudou para HIGH (>900).'
'11:07:19','REG2 normalizado.'
'11:07:20','Flag2 mudou para HIGH.'
'11:07:21','Flag2 mudou para LOW.'
'11:07:22','REG1 mudou para HIGH (>900).'
'11:07:23','REG1 normalizado.'
'11:07:24','REG2 mudou para HIGH (>900).'
'11:07:24','REG2 normalizado.'
'11:15:54','Iniciando'
'11:15:55','Flag2 mudou para HIGH.'
'11:15:56','Flag2 mudou para LOW.'
'11:15:57','REG0 mudou para HIGH (>900).'
'11:15:58','REG0 normalizado.'
'11:16:02','REG1 mudou para HIGH (>900).'
'11:16:02','REG1 normalizado.'
'11:16:02','REG2 mudou para HIGH (>900).'
'11:16:03','REG2 normalizado.'
'11:16:04','Flag6 mudou para HIGH.'
'11:16:04','REG2 mudou para HIGH (>900).'
'11:16:04','Flag6 mudou para LOW.'
'11:16:05','REG2 normalizado.'
'11:16:05','REG1 mudou para HIGH (>900).'
'11:16:06','REG1 normalizado.'
'11:16:06','REG2 mudou para HIGH (>900).'
'11:16:07','REG2 normalizado.'
'11:16:08','REG1 mudou para HIGH (>900).'
'11:22:05','REG1 normalizado.'
'11:22:05','Flag2 mudou para HIGH.'
'11:22:05','Flag2 mudou para LOW.'
'11:22:07','REG2 mudou para HIGH (>900).'
'11:22:28','Iniciando'
'11:22:28','REG2 mudou para HIGH (>900).'
'11:22:29','REG2 normalizado.'
'11:22:29','Flag2 mudou para HIGH.'
'11:22:30','Flag2 mudou para LOW.'
'11:22:30','REG2 mudou para HIGH (>900).'
'11:22:31','REG2 normalizado.'
'11:22:31','Flag2 mudou para HIGH.'
'11:22:32','REG0 mudou para HIGH (>900).'
'11:22:32','REG0 normalizado.'
'11:22:32','Flag2 mudou para LOW.'
'11:22:32','Flag6 mudou para HIGH.'
'11:22:33','REG0 mudou para HIGH (>900).'
'11:22:33','Flag6 mudou para LOW.'
'11:22:34','REG0 normalizado.'
'11:22:35','Flag2 mudou para HIGH.'
'11:22:35','Flag2 mudou para LOW.'
'11:22:36','REG0 mudou para HIGH (>900).'
'11:22:36','REG1 mudou para HIGH (>900).'
'11:22:37','REG0 normalizado.'
'11:22:37','REG1 normalizado.'
'11:22:37','REG2 mudou para HIGH (>900).'
'11:22:37','Flag2 mudou para HIGH.'
'11:22:38','REG2 normalizado.'
'11:22:38','Flag2 mudou para LOW.'
'11:22:40','REG2 mudou para HIGH (>900).'
'11:22:40','REG2 normalizado.'
'11:22:41','REG0 mudou para HIGH (>900).'
'11:22:42','REG0 normalizado.'
'11:22:43','REG0 mudou para HIGH (>900).'
'11:22:43','REG1 mudou para HIGH (>900).'
'11:22:43','REG0 normalizado.'
'11:22:43','REG1 normalizado.'
'11:22:46','REG0 mudou para HIGH (>900).'
'11:22:46','REG2 mudou para HIGH (>900).'
'11:22:47','REG0 normalizado.'
'11:22:47','REG2 normalizado.'
'11:22:48','REG2 mudou para HIGH (>900).'
'11:22:49','REG2 normalizado.'
'11:22:51','REG1 mudou para HIGH (>900).'
'11:22:51','REG1 normalizado.'
'11:22:52','Flag6 mudou para HIGH.'
'11:22:52','REG0 mudou para HIGH (>900).'
'11:22:52','Flag6 mudou para LOW.'
'11:22:53','REG0 normalizado.'
'11:22:54','REG0 mudou para HIGH (>900).'
'11:22:55','REG0 normalizado.'
'11:22:55','Flag6 mudou para HIGH.'
'11:22:55','Flag6 mudou para LOW.'
'11:22:57','REG2 mudou para HIGH (>900).'
'11:22:58','REG2 normalizado.'
'11:23:02','Flag6 mudou para HIGH.'
'11:23:02','Flag6 mudou para LOW.'
'11:23:03','Flag6 mudou para HIGH.'
'11:23:04','REG0 mudou para HIGH (>900).'
'11:23:04','Flag6 mudou para LOW.'
'11:23:05','REG0 normalizado.'
'11:23:08','Flag6 mudou para HIGH.'
'11:23:08','Flag6 mudou para LOW.'
'11:23:09','REG1 mudou para HIGH (>900).'
'11:23:09','REG2 mudou para HIGH (>900).'
'11:23:10','REG1 normalizado.'
'11:23:10','Flag6 mudou para HIGH.'
'11:23:10','REG1 mudou para HIGH (>900).'
'11:23:10','REG2 normalizado.'
'11:23:10','Flag6 mudou para LOW.'
'11:23:11','REG1 normalizado.'
'11:23:11','REG1 mudou para HIGH (>900).'
'11:23:12','REG0 mudou para HIGH (>900).'
'11:23:12','REG0 normalizado.'
'11:23:12','REG1 normalizado.'
'11:23:13','REG2 mudou para HIGH (>900).'
'11:23:14','REG2 normalizado.'
'11:23:17','REG0 mudou para HIGH (>900).'
'11:23:17','REG0 normalizado.'
'11:23:21','REG2 mudou para HIGH (>900).'
'11:23:21','REG2 normalizado.'
'11:23:21','Flag6 mudou para HIGH.'
'11:23:22','Flag6 mudou para LOW.'
'11:23:25','Flag2 mudou para HIGH.'
'11:23:26','Flag2 mudou para LOW.'
'11:23:27','REG0 mudou para HIGH (>900).'
'11:23:27','Flag2 mudou para HIGH.'
'11:23:27','REG0 normalizado.'
'11:23:27','Flag2 mudou para LOW.'
'11:23:29','REG0 mudou para HIGH (>900).'
'11:23:29','Flag6 mudou para HIGH.'
'11:23:30','REG0 normalizado.'
'11:23:30','Flag6 mudou para LOW.'
'11:23:30','REG1 mudou para HIGH (>900).'
'11:23:31','REG1 normalizado.'
'11:23:31','Flag6 mudou para HIGH.'
'11:23:32','Flag6 mudou para LOW.'
'11:23:32','REG2 mudou para HIGH (>900).'
'11:23:33','REG2 normalizado.'
'11:23:33','REG2 mudou para HIGH (>900).'
'11:23:34','REG2 normalizado.'
'11:23:34','Flag6 mudou para HIGH.'
'11:23:34','Flag6 mudou para LOW.'
'11:23:35','REG0 mudou para HIGH (>900).'
'11:23:36','REG0 normalizado.'
'11:23:36','REG2 mudou para HIGH (>900).'
'11:23:37','REG0 mudou para HIGH (>900).'
'11:23:37','REG2 normalizado.'
'11:23:37','Flag6 mudou para HIGH.'
'11:23:37','REG0 normalizado.'
'11:23:37','Flag6 mudou para LOW.'
'11:23:40','REG2 mudou para HIGH (>900).'
'11:23:41','REG0 mudou para HIGH (>900).'
'11:23:41','REG2 normalizado.'
'11:23:42','REG0 normalizado.'
'11:23:43','REG0 mudou para HIGH (>900).'
'11:23:43','REG0 normalizado.'
'11:23:43','REG1 mudou para HIGH (>900).'
'11:23:44','REG1 normalizado.'
'11:23:44','REG1 mudou para HIGH (>900).'
'11:23:45','REG0 mudou para HIGH (>900).'
'11:23:45','REG1 normalizado.'
'11:23:45','REG2 mudou para HIGH (>900).'
'11:23:45','REG0 normalizado.'
'11:23:46','REG0 mudou para HIGH (>900).'
'11:23:46','REG2 normalizado.'
'11:23:47','REG0 normalizado.'
'11:23:47','REG2 mudou para HIGH (>900).'
'11:23:48','REG0 mudou para HIGH (>900).'
'11:23:48','REG2 normalizado.'
'11:23:49','REG0 normalizado.'
'11:23:50','REG2 mudou para HIGH (>900).'
'11:23:50','REG0 mudou para HIGH (>900).'
'11:23:50','REG2 normalizado.'
'11:23:50','Flag6 mudou para HIGH.'
'11:23:51','REG0 normalizado.'
'11:23:51','Flag6 mudou para LOW.'
'11:23:52','Flag6 mudou para HIGH.'
'11:23:52','REG1 mudou para HIGH (>900).'
'11:23:52','Flag6 mudou para LOW.'
'11:23:53','REG1 normalizado.'
'11:23:54','Flag6 mudou para HIGH.'
'11:23:54','Flag6 mudou para LOW.'
'11:23:58','REG2 mudou para HIGH (>900).'
'11:23:59','REG2 normalizado.'
'11:23:59','REG0 mudou para HIGH (>900).'
'11:23:59','Flag6 mudou para HIGH.'
'11:24:00','Flag2 mudou para HIGH.'
'11:24:00','Flag6 mudou para LOW.'
'11:24:00','REG0 normalizado.'
'11:24:00','REG2 mudou para HIGH (>900).'
'11:24:00','Flag2 mudou para LOW.'
'11:24:00','Flag6 mudou para HIGH.'
'11:24:01','REG2 normalizado.'
'11:24:01','Flag6 mudou para LOW.'
'11:24:01','REG2 mudou para HIGH (>900).'
'11:24:02','REG2 normalizado.'
'11:24:03','REG0 mudou para HIGH (>900).'
'11:24:03','REG0 normalizado.'
'11:24:04','REG0 mudou para HIGH (>900).'
'11:24:05','REG0 normalizado.'
'11:24:07','Flag6 mudou para HIGH.'
'11:24:07','Flag6 mudou para LOW.'
'11:24:09','Flag2 mudou para HIGH.'
'11:24:10','Flag2 mudou para LOW.'
'11:24:11','REG2 mudou para HIGH (>900).'
'11:24:11','Flag2 mudou para HIGH.'
'11:24:11','REG0 mudou para HIGH (>900).'
'11:24:11','REG2 normalizado.'
'11:24:12','REG0 normalizado.'
'11:24:12','REG1 mudou para HIGH (>900).'
'11:24:12','Flag2 mudou para LOW.'
'11:24:12','REG0 mudou para HIGH (>900).'
'11:24:12','REG1 normalizado.'
'11:24:13','REG0 normalizado.'
'11:24:13','Flag2 mudou para HIGH.'
'11:24:13','REG0 mudou para HIGH (>900).'
'11:24:13','Flag2 mudou para LOW.'
'11:24:14','REG0 normalizado.'
'11:24:14','Flag2 mudou para HIGH.'
'11:24:14','Flag2 mudou para LOW.'
'11:24:16','Flag2 mudou para HIGH.'
'11:24:16','Flag2 mudou para LOW.'
'11:24:16','Flag6 mudou para HIGH.'
'11:24:17','Flag6 mudou para LOW.'
'11:24:19','REG0 mudou para HIGH (>900).'
'11:24:19','REG1 mudou para HIGH (>900).'
'11:24:19','REG0 normalizado.'
'11:24:19','REG1 normalizado.'
'11:24:19','REG2 mudou para HIGH (>900).'
'11:24:20','REG2 normalizado.'
'11:24:21','REG2 mudou para HIGH (>900).'
'11:24:21','Flag6 mudou para HIGH.'
'11:24:22','REG2 normalizado.'
'11:24:22','Flag6 mudou para LOW.'
'11:24:22','REG1 mudou para HIGH (>900).'
'11:24:22','Flag6 mudou para HIGH.'
'11:24:23','REG1 normalizado.'
'11:24:23','Flag6 mudou para LOW.'
'11:24:23','Flag6 mudou para HIGH.'
'11:24:24','REG1 mudou para HIGH (>900).'
